entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,role,domain,mb_transferred
USR_035,service_account,2026-07-12 08:13:32,192.168.90.34.239,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,token,1489,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,133.1
USR_006,user,2026-07-15 15:23:25,10.100.145.63,"Atlanta_HQ (33.7490, -84.3880)",SCADA_HMI_Workstation_01,certificate,2915,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HVAC_Engineer,OT,52.0
USR_016,user,2026-07-15 15:31:40,10.100.19.136,"Atlanta_HQ (33.7490, -84.3880)",Access_Control_Gateway_03,certificate,109,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,140.75
USR_002,user,2026-07-15 15:32:52,10.200.173.111,"Houston_Hub (29.7604, -95.3698)",Jira_Cloud,token,3362,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,24.98
USR_006,user,2026-07-15 15:57:32,10.100.208.15,"Atlanta_HQ (33.7490, -84.3880)",SCADA_HMI_Workstation_01,certificate,1917,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HVAC_Engineer,OT,81.85
USR_002,user,2026-07-15 16:00:34,10.200.106.4,"Houston_Hub (29.7604, -95.3698)",AWS_Console,token,128,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,111.11
DEV_048,user,2026-07-15 16:13:37,192.168.50.12.109,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,password,1471,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,85.76
DEV_047,user,2026-07-15 16:29:40,10.200.179.92,"Houston_Hub (29.7604, -95.3698)",Jira_Cloud,token,3542,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,121.39
USR_020,user,2026-07-15 16:42:47,192.168.90.190.45,"Singapore_Facility (1.3521, 103.8198)",Jira_Cloud,token,549,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Software_Engineer,IT,109.11
DEV_046,user,2026-07-15 17:06:00,10.100.123.20,"Atlanta_HQ (33.7490, -84.3880)",Active_Directory,password,603,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,41.67
DEV_050,user,2026-07-15 17:20:01,192.168.90.70.201,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1905,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,41.94
DEV_047,user,2026-07-15 17:54:15,10.200.63.23,"Houston_Hub (29.7604, -95.3698)",Corporate_VPN,token,1839,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,73.47
USR_037,user,2026-07-15 17:54:31,10.200.229.175,"Houston_Hub (29.7604, -95.3698)",Workday,password,3182,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,16.43
USR_006,user,2026-07-15 18:33:51,10.100.55,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,certificate,375,quiet_connect -> s3_download_chunk -> background_exfil,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,low_and_slow_exfiltration,HVAC_Engineer,OT,26.1
USR_003,user,2026-07-15 18:39:51,192.168.50.55,"Phoenix_Plant (33.4484, -112.0740)",AWS_Console,password,343,quiet_connect -> s3_download_chunk -> background_exfil,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,low_and_slow_exfiltration,HR_Specialist,IT,26.99
USR_025,user,2026-07-16 01:22:51,192.168.90.12,"Atlanta_HQ (33.7490, -84.3880)",Corporate_VPN,certificate,300,login -> vpn_connect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,25.0
USR_025,user,2026-07-16 01:34:51,192.168.90.105,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,certificate,450,login -> vpn_connect -> abnormal_jump,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,impossible_travel,SCADA_Specialist,OT,45.0
DEV_047,user,2026-07-16 02:22:51,10.200.77,"Houston_Hub (29.7604, -95.3698)",SCADA_HMI_Workstation_01,token,600,spoofed_device_handshake -> raw_socket_inject,Kali-Linux 2024.1 | MAC: de:ad:be:ef:00:01 | Protocol: Raw-Socket,device_spoofing,Software_Engineer,IT,120.0
USR_001,user,2026-07-16 02:22:51,10.100.10,"Atlanta_HQ (33.7490, -84.3880)",Jira_Cloud,password,900,legitimate_work_shift -> new_project_access,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,insider_drift,IT_Analyst,IT,41.32
USR_025,user,2026-07-16 07:28:46,192.168.90.249.43,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,1755,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,133.45
USR_036,edge_device,2026-07-16 08:16:30,10.100.40.53,"Atlanta_HQ (33.7490, -84.3880)",Industrial_PLC_Substation_01,certificate,2907,login -> authenticate -> select_dashboard -> view_logs -> logout,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,52.16
USR_032,user,2026-07-16 08:34:19,10.200.126.10,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_HVAC_01,certificate,429,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_Operator,OT,42.57
DEV_045,edge_device,2026-07-16 08:36:25,192.168.90.9.47,"Singapore_Facility (1.3521, 103.8198)",Access_Control_Gateway_03,certificate,2527,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,138.95
USR_015,user,2026-07-16 09:04:12,192.168.90.200.198,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_HVAC_01,certificate,2454,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HVAC_Engineer,OT,31.76
USR_004,user,2026-07-16 09:10:54,10.300.200.248,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,937,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,100.63
USR_018,edge_device,2026-07-16 09:11:01,192.168.50.153.57,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_Lighting_02,certificate,180,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,18.2
USR_024,user,2026-07-16 09:16:37,10.300.119.218,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,certificate,542,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HVAC_Engineer,OT,17.51
USR_003,user,2026-07-16 09:18:01,192.168.50.67.244,"Phoenix_Plant (33.4484, -112.0740)",Workday,password,488,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,57.85
USR_016,user,2026-07-16 09:18:16,10.100.238.206,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,1669,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,54.53
USR_033,user,2026-07-16 09:19:54,192.168.50.216.169,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,certificate,2346,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HVAC_Engineer,OT,51.13
USR_036,edge_device,2026-07-16 09:20:54,10.100.134.118,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,110,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,92.26
USR_024,user,2026-07-16 09:24:58,10.300.46.239,"London_Office (51.5074, -0.1278)",BMS_Controller_HVAC_01,certificate,3572,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HVAC_Engineer,OT,87.4
USR_038,user,2026-07-16 09:35:22,192.168.50.42.215,"Phoenix_Plant (33.4484, -112.0740)",Workday,token,1119,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Software_Engineer,IT,49.91
DEV_043,user,2026-07-16 09:37:52,192.168.50.97.79,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,certificate,3066,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,SCADA_Specialist,OT,27.83
USR_023,user,2026-07-16 09:59:53,192.168.50.46.61,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,certificate,2486,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_Operator,OT,122.87
DEV_044,service_account,2026-07-16 10:01:15,10.300.126.153,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,token,1887,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Forge_Sync_Service,OT,144.47
DEV_042,user,2026-07-16 10:05:14,10.200.58.191,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,1317,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HVAC_Engineer,OT,120.33
DEV_043,user,2026-07-16 10:05:58,192.168.50.214.147,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,certificate,2800,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,SCADA_Specialist,OT,30.88
DEV_043,user,2026-07-16 10:06:41,192.168.50.13.177,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,certificate,534,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,SCADA_Specialist,OT,72.2
USR_012,user,2026-07-16 10:07:25,10.200.247.117,"Houston_Hub (29.7604, -95.3698)",GitHub_Enterprise,password,1173,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HR_Specialist,IT,106.59
USR_003,user,2026-07-16 10:11:17,192.168.50.37.159,"Phoenix_Plant (33.4484, -112.0740)",GitHub_Enterprise,password,2553,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,15.43
USR_039,user,2026-07-16 10:16:20,10.300.235.207,"London_Office (51.5074, -0.1278)",Jira_Cloud,password,334,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HR_Specialist,IT,64.33
DEV_050,user,2026-07-16 10:16:53,192.168.90.250.52,"Singapore_Facility (1.3521, 103.8198)",Access_Control_Gateway_03,certificate,1526,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,51.35
USR_025,user,2026-07-16 10:23:11,192.168.90.12.68,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,1861,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,46.88
USR_001,user,2026-07-16 10:27:05,10.100.211.170,"Atlanta_HQ (33.7490, -84.3880)",Workday,password,2620,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,77.25
USR_017,service_account,2026-07-16 10:29:03,10.200.209.45,"Houston_Hub (29.7604, -95.3698)",Honeywell_Forge_Gateway,token,221,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Forge_Sync_Service,OT,60.43
USR_022,user,2026-07-16 10:46:45,10.200.176.137,"Houston_Hub (29.7604, -95.3698)",Active_Directory,biometric,2674,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,136.91
USR_014,user,2026-07-16 10:51:12,10.300.11.109,"London_Office (51.5074, -0.1278)",BMS_Controller_HVAC_01,certificate,380,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,38.27
USR_004,user,2026-07-16 10:55:54,10.300.36.52,"London_Office (51.5074, -0.1278)",Active_Directory,biometric,1463,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,148.21
USR_037,user,2026-07-16 11:01:11,10.200.225.214,"Houston_Hub (29.7604, -95.3698)",Active_Directory,password,882,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,44.93
USR_038,user,2026-07-16 11:01:45,192.168.50.91.243,"Phoenix_Plant (33.4484, -112.0740)",Jira_Cloud,token,2385,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Software_Engineer,IT,29.89
DEV_047,user,2026-07-16 11:08:13,10.200.6.151,"Houston_Hub (29.7604, -95.3698)",Jira_Cloud,token,2126,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,27.24
USR_014,user,2026-07-16 11:12:26,10.300.142.185,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,certificate,3049,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,47.14
USR_002,user,2026-07-16 11:14:34,10.200.163.215,"Houston_Hub (29.7604, -95.3698)",Workday,token,2900,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,143.14
DEV_045,edge_device,2026-07-16 11:15:03,192.168.90.122.236,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1160,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,12.83
USR_009,edge_device,2026-07-16 11:19:47,10.300.199.212,"London_Office (51.5074, -0.1278)",SCADA_HMI_Workstation_01,certificate,1374,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_HVAC_Gateway_01,OT,112.03
USR_015,user,2026-07-16 11:20:15,192.168.90.235.185,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,1370,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HVAC_Engineer,OT,125.64
USR_035,service_account,2026-07-16 11:24:06,192.168.90.202.222,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,token,2427,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,32.77
USR_018,edge_device,2026-07-16 11:28:56,192.168.50.9.158,"Phoenix_Plant (33.4484, -112.0740)",BMS_Controller_HVAC_01,certificate,2596,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,44.41
USR_027,edge_device,2026-07-16 11:31:03,10.200.183.72,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_HVAC_01,certificate,441,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_HVAC_Gateway_01,OT,138.98
USR_008,service_account,2026-07-16 11:32:43,192.168.50.46.58,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,token,3354,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Forge_Sync_Service,OT,147.4
DEV_049,user,2026-07-16 11:37:14,10.300.16.216,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,1645,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,68.61
USR_028,user,2026-07-16 11:47:07,192.168.50.218.195,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,password,247,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,IT_Analyst,IT,129.28
USR_009,edge_device,2026-07-16 11:47:16,10.300.207.144,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,certificate,3184,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_HVAC_Gateway_01,OT,142.57
USR_036,edge_device,2026-07-16 11:47:35,10.100.25.119,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_HVAC_01,certificate,477,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,27.0
USR_014,user,2026-07-16 11:53:54,10.300.38.24,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,certificate,2972,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,145.58
USR_031,user,2026-07-16 11:56:12,10.100.31.223,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,biometric,2848,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Finance_Manager,IT,84.18
USR_037,user,2026-07-16 11:56:15,10.200.77.21,"Houston_Hub (29.7604, -95.3698)",GitHub_Enterprise,password,1677,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,80.29
USR_025,user,2026-07-16 11:56:40,192.168.90.198.137,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,certificate,2612,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,93.15
USR_004,user,2026-07-16 11:58:23,10.300.51.71,"London_Office (51.5074, -0.1278)",Jira_Cloud,biometric,1568,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,80.72
USR_017,service_account,2026-07-16 11:58:26,10.200.100.189,"Houston_Hub (29.7604, -95.3698)",SCADA_HMI_Workstation_01,token,204,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Forge_Sync_Service,OT,109.13
USR_013,user,2026-07-16 12:01:43,192.168.50.161.188,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,biometric,1079,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Finance_Manager,IT,107.09
USR_024,user,2026-07-16 12:03:31,10.300.43.95,"London_Office (51.5074, -0.1278)",Access_Control_Gateway_03,certificate,704,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HVAC_Engineer,OT,118.27
USR_020,user,2026-07-16 12:08:06,192.168.90.129.151,"Singapore_Facility (1.3521, 103.8198)",GitHub_Enterprise,token,1313,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Software_Engineer,IT,19.14
USR_020,user,2026-07-16 12:15:06,192.168.90.101.147,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,token,2311,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Software_Engineer,IT,31.5
USR_014,user,2026-07-16 12:15:44,10.300.90.66,"London_Office (51.5074, -0.1278)",Honeywell_Forge_Gateway,certificate,3283,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_Operator,OT,110.86
USR_022,user,2026-07-16 12:22:57,10.200.245.160,"Houston_Hub (29.7604, -95.3698)",GitHub_Enterprise,biometric,1158,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,62.17
USR_001,user,2026-07-16 12:23:12,10.100.145.201,"Atlanta_HQ (33.7490, -84.3880)",Workday,password,1304,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,43.96
USR_036,edge_device,2026-07-16 12:31:58,10.100.177.239,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_HVAC_01,certificate,2028,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,42.83
DEV_050,user,2026-07-16 12:32:04,192.168.90.186.26,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1108,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,73.95
DEV_041,user,2026-07-16 12:36:06,10.100.37.85,"Atlanta_HQ (33.7490, -84.3880)",SCADA_HMI_Workstation_01,certificate,3112,login -> authenticate -> select_dashboard -> view_logs -> logout,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_Operator,OT,43.32
USR_009,edge_device,2026-07-16 12:40:52,10.300.20.152,"London_Office (51.5074, -0.1278)",SCADA_HMI_Workstation_01,certificate,2385,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,BMS_HVAC_Gateway_01,OT,70.9
DEV_049,user,2026-07-16 12:42:24,10.300.187.79,"London_Office (51.5074, -0.1278)",Jira_Cloud,biometric,485,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,84.17
USR_037,user,2026-07-16 12:43:39,10.200.31.244,"Houston_Hub (29.7604, -95.3698)",Active_Directory,password,3161,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,34.2
USR_027,edge_device,2026-07-16 12:44:57,10.200.118.250,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,3123,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_HVAC_Gateway_01,OT,91.31
